objectid_1,objectid,acreage,sqft,final_cat,type,sector,origpkname,updatepknm,alterntnam,divname,shape_leng,globalid,created_user,created_date,last_edited_user,last_edited_date,maintenanceresponsibility,dpw_ac,globalid_2,shape_area,shape_length
137,96,13.43468306,585212.45343835,Neighborhood Park,NP,15,Kennard Playground,Kennard Park,Kennard Park,Schenley,3273.39535077,6354bb5b-f289-4868-a4b7-04d9ceb09d7b,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Schenley,13.4346830646277,2c9ee9ce-d8e1-4521-b533-4a71189612de,93975.515625,1312.7532441719
138,105,0.89513452,38991.90357723,Neighborhood Park,NP,9,Lewis Playground,Lewis Park,Lewis Park,Schenley,796.3927443,635c355b-aae2-42d7-ab29-d1d6a357bf97,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Eastern,0.895134516650851,927fed65-7186-4851-a3d2-87bccb1a91a0,6255.96484375,319.085515511555
139,176,3.42760093,149305.69932967,Neighborhood Park,NP,13,Sullivan Playground,Sullivan Park,Sullivan Park,Northeast,1791.92643888,58ad185e-9524-4e93-bc10-328dd2172dc1,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northeast,3.42760093099757,5146b1dd-d52c-4cca-a9d8-c093aafe7192,23990.09765625,718.072031697461
140,127,1.40141913,61045.57299636,Community Park,CP,16,Mellon Square Park,Mellon Square Park,Mellon Square Park,State,972.19563334,edbff294-ea77-46e2-be64-dcfebbf319e8,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northern,1.40141912716669,011e7a85-de93-43fd-813c-32d483b8583b,9802.41796875,389.536308322276
141,33,0.47547207,20711.48049823,Neighborhood Park,NP,1,Catalano Parklet,Catalano Park,Catalano Park,Northern,567.15573912,747d5630-9fcb-42d3-bd33-ba7774dee3cb,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northern,0.475472069430679,a2db0447-7ec3-410a-99ed-4b322a35cd21,3327.640625,227.295282749423
142,216,0.77609047,33806.36543423,Special Use Park,SU,,,Brighton Heights Healthy Active Living Center,,,,,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northern,0.7760904651078,e42ba697-b027-431b-a902-9e9702414340,5434.625,295.026597600603
143,116,2.7625784,120337.43394576,Neighborhood Park,NP,2,Marmaduke Playground,Marmaduke Park,Marmaduke Park,Northern,1791.42794545,273f4bbe-25d9-42a3-a546-370af99b1275,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northern,2.76257840442924,bd5a3fc7-34ca-40fb-bb8c-ee9b566860ce,19348.1953125,718.04904778762
144,180,0.31603157,13766.27998628,Beautification Site,BTF,16,Thomas Parklet,Thomas Park,Thomas Park,State,685.98510414,29ea1e26-197f-4e3d-926b-4fd4b7988d76,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northern,0.316031566840351,c34987c6-6e84-4103-9142-9a04664edddd,2210.2421875,275.024975347243
145,139,14.48754111,631074.76635223,Riverfront Park,RVR,16,Northshore Riverfront Park,Northshore Riverfront Park,Northshore Riverfront Park,State,10104.3707589,68640034-1684-42f3-b6ea-c292096f526e,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northern,14.4875411078711,d26247cf-7246-45f0-8939-9c9bac337d42,101348.23046875,4090.18815633909
146,51,0.80543757,35084.72011044,Neighborhood Park,NP,13,Duncan Parklet,Duncan Park,Duncan Park,Northeast,765.09522208,11bb27fa-771b-4ed0-92e5-c66f27b8e336,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northeast,0.805437567716807,3c266408-2326-4a26-aac3-c0b5c2a2ee3d,5640.2890625,306.723324106503
147,53,61.38590585,2673959.36287423,Community Park,CP,3,East Common Park,Allegheny Commons,Allegheny Commons Park,State,8643.01965726,ed54111f-f829-49c1-87b0-4f0e06c2ccaa,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northern,61.3859058477517,0b00c82d-73cc-4dd5-86c0-2a9617b09055,429525.21484375,9038.5062794063
148,4,2.28558167,99559.53942364,Riverfront Park,RVR,16,Allegheny Landing Park,Allegheny Landing Park,Allegheny Landing Park,State,1579.93365704,4c54672c-8a00-4670-a599-1b3e59c22d84,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northern,2.28558167270413,359bbf92-61e6-4aa0-9c4f-8dd343da61f2,15989.75,626.966133300872
149,72,1.95542982,85178.18220678,Neighborhood Park,NP,12,Friendship Park,Friendship Park,Friendship Park,Northeast,1901.42659879,f95cbafc-dcd8-493f-8b98-89745c6434ca,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northeast,1.95542981911229,09f314d3-1552-4f53-8d5b-f7de2f373c12,13686.27734375,760.982635901737
150,191,10.06138692,438272.26101446,Neighborhood Park,NP,11,Westinghouse Park,Westinghouse Park,Westinghouse Park,Eastern,2747.68890417,e473b3f9-3e8a-49cb-8523-ef32365cdd25,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Eastern,10.0613869170973,27bef631-7c4c-4bf9-b513-924ff79afc1c,70400.87109375,1067.26772125255
151,156,1.98205996,86338.18631674,Regional Park,RP,6,Ream Parklet,Emerald View Park - Ream Park,Emerald View Regional Park,Western,1359.15606601,e532a31c-a671-42ae-98da-2ed252192a64,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Western,1.98205995570538,745d43b2-543e-4b66-8c64-21da7196f612,13859.71484375,544.722266512902
152,167,51.03648302,2223140.30792987,Community Park,CP,4,Sheraden Park,Sheraden Park,Sheraden Park,Western,16358.8352357,351ad94c-c15c-4b25-a11a-f467977f0134,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Western,51.0364830238243,7208a354-a921-4550-a4fa-9031c012ba19,357167.4921875,6365.6563054246
153,35,6.14846033,267825.86052636,Neighborhood Park,NP,4,Chartiers Playground,Chartiers Park,Chartiers Park,Western,2197.20250399,3bd43bb8-9677-45be-8b89-7d05c1d78cf6,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Western,6.14846032674512,df83d308-ab08-487d-a622-18c035638117,43026.73046875,880.608649408887
154,15,2.572473,112056.47568868,Public School,SCH,5,Banksville School,Banksville School Park,Banksville School,Western,573.32148474,8e5ecb6a-dba7-449f-bef7-d76ac0c446b4,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Western,2.57247300082485,eb23c093-2a5b-4bbb-acc8-14d2f67b42be,17975.66015625,622.261022417986
155,201,61.52201575,2679888.28634569,Regional Park,RP,6,Duquesne Heights Greenway,Emerald View Park - Duquesne Heights Greenway,Emerald View Regional Park,Western,28271.46514,32e0f94b-541f-421b-b9cb-570b3b856d2e,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Western,61.5220157468088,a0b0e9c6-7a91-4ae0-9587-5a21fdf936ea,430240.0234375,11328.7466060843
156,40,0.34412426,14989.99293971,Neighborhood Park,NP,4,Crafton Heights Tot Lot,Crafton Heights Park,Crafton Heights Park,Western,540.46194742,9fdbedd7-5f9c-4171-a8f3-abe2b238437f,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Western,0.344124263082221,4cb8fdc0-36f2-4acc-866e-12d9c72ac9c6,2406.6796875,216.405013781333
157,171,14.0526578,612131.32535387,Riverfront Park,RVR,7,Southside Riverfront Park,Southside Riverfront Park,Southside Riverfront Park,Southern,14053.0359603,99ccb4c8-bc0c-403d-9442-3364c6e21096,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Southern,14.0526578027208,f8944819-7a90-4661-ac4f-fdbb23e8744d,98266.6328125,5301.93006001674
158,186,2.12662921,92635.59773807,Neighborhood Park,NP,6,Warrington Playground,Warrington Park,Warrington Park,Southern,1245.75822307,bf852bdb-5458-44ff-ba0c-5c6b16e5ccd9,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Southern,2.12662920756599,1540e8c2-5aec-4c9d-af00-9570e7c0079f,14866.4296875,498.809453533011
159,198,2.06011723,89738.34752018,Neighborhood Park,NP,2,Young Field,Young Field Park,Young Park,Northern,1666.07179358,9b969f67-1f2e-4f4b-8556-e4ac49ca208e,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northern,2.06011722852731,26bbb8d7-9992-4fe3-9519-0ccd2a2ffc3d,14423.38671875,511.979781408876
160,11,4.20716074,183263.18896766,Neighborhood Park,NP,7,Arlington Playground,Arlington Park,Arlington Park,Southern,1714.73920067,feb2c1cf-1ba5-4a8d-9bca-7dcd9165fed2,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Southern,4.20716074432075,a0ed525c-94f8-4c2d-893d-76b8eb61a522,29407.8671875,687.091860477882
161,169,0.41219492,17955.13867703,Special Use Park,SU,7,Southside Market House,Southside Market House,Southside Market House,Southern,539.35379267,9bb8fe4a-a3ba-49ba-a3b3-bd099243b04e,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Southern,0.41219491500917,b80442d3-5ed9-4155-8acd-eff846ea82f6,2882.18359375,216.214168470851
162,165,1.01120174,44047.77163895,Neighborhood Park,NP,1,Scherer Field,Scherer Park,Scherer Field,Northern,869.02248082,207b0267-2101-4b62-aa7b-4c55ace2496e,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northern,1.01120174083021,d38c5261-0630-4595-b128-e90b7e97f41b,7078.3515625,348.565895863412
163,224,7.13257224,310693.60390636,Neighborhood Park,NP,,,Fowler Park,,,,,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northern,7.13257223793636,e157f931-4961-4039-abf5-41e7f8345001,49932.44140625,1045.72956931631
164,64,2.64256517,115109.67836479,Neighborhood Park,NP,3,Fineview Field,Fineview Field Park,Fineview Field,Northern,1791.9436509,21784547-a11b-4006-ad6c-9b27cf995c19,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northern,2.64256516999273,cd10a1e8-c82d-46d9-ad98-2cb027a3fcbc,18494.15234375,593.926560227638
165,226,1.7213239,74980.56935351,Riverfront Park,RVR,,,Monongahela Wharf Landing Park,,,,,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northern,1.72132390442346,5fa6c0ec-b287-4925-a980-f298d666bdc5,12039.23046875,1782.0963319168
166,215,0.1917319,8351.80816446,Neighborhood Park,NP,,,Venson Park,,,,,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Southern,0.1917319001789,9a1a594b-dabe-4ce8-b770-dec866c7f5b3,1340.12109375,149.028327984529
167,129,5.28588047,230252.03219689,Neighborhood Park,NP,7,Monongahela Playground,Monongahela Park,Monongahela Park,Southern,2224.84284636,6d41972a-17ea-447a-8aec-792fed745308,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Southern,5.28588046849827,0da0e5b1-def7-4333-a77f-af306b3ccd39,36951.93359375,787.241412356921
168,103,0.45531625,19833.49648462,Neighborhood Park,NP,5,Leolyn Parklet,Leolyn Park,Leolyn Park,Southern,617.72292841,f027a6f9-cb67-4ec2-8d03-66eb8ad658f0,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Southern,0.455316249284806,d26ce386-59b9-4c86-9ca2-3ee7f5782765,3180.85546875,247.356642481879
169,63,1.99688562,86983.98975164,Neighborhood Park,NP,13,Fifty-Seventh St Playground,Fifty-Seventh Street Park,Fifty-Seventh Street Park,Northeast,1535.49617355,31373659-cf0f-4036-9c4b-b23dc2763456,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northeast,1.99688562186975,dd31be05-5987-4ebe-848b-a655327f2ac8,13986.109375,461.325762781847
170,184,8.5925235,374288.82646422,Neighborhood Park,NP,5,Volunteers Field,Volunteers Park,Volunteers Park,Southern,5812.4419735,febad663-68a9-4e76-ae18-ae4f8430cfae,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Southern,8.5925234991739,254df841-7c1f-4208-93e3-66678d0e7c60,60023.91015625,1740.04401112373
171,154,28.79541068,1254323.07178477,Riverfront Park,RVR,16,Point State Park,Point State Park,Point State Park,State,12943.2387982,bf1a98df-8a5b-454a-a172-cb061bab8d70,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,,28.7954106770457,6324c52d-2310-414f-8cc3-6a72898c043a,201415.91796875,5184.19462735359
172,66,9.47870336,412890.66695334,Neighborhood Park,NP,12,Fort Pitt Playground,Fort Pitt Park,Fort Pitt Park,Northeast,3309.67418793,af65aeef-0944-4a0c-936f-96ea81bec49b,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northeast,9.47870336365845,30c05f19-da7d-4e5a-b977-1b367b5e7185,66356.03125,1326.31607660004
173,80,0.43052337,18753.52291829,Beautification Site,BTF,16,Grant Street Islands,Grant Street Islands,Grant Street Islands,State,3596.22994508,ec7791b6-034e-4e49-95d3-594550c438cf,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,6th Division,0.430523368517251,88025fb0-0e7a-471c-a8e3-c15fcea7b9d5,3011.2734375,1442.39210264952
174,168,0.85328785,37169.07014749,Special Use Park,SU,4,Sheraden Senior Center,Sheraden Healthy Active Living Center,Sheraden Senior Center,Western,609.38315894,0a4c9da4-797d-466c-859a-27575a608045,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Western,0.853287851795646,10af7890-0e2f-4389-aa9a-09e98fb1b641,5970.96875,350.449812409265
175,208,6.07941303,264818.17218551,Neighborhood Park,NP,5,Vanucci Field,Vanucci Park,Vanucci Park,Western,2391.38259646,19b0ba76-3aad-4e9f-9174-18013f454a6d,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Southern,6.07941302712069,f0cd7838-b539-4e97-b757-0c2f2ee9bc2b,42490.51171875,957.265457542479
176,175,0.53106161,23132.95137919,Neighborhood Park,NP,4,Stratmore Parklet,Andrew Joseph Kukuruda Park,Stratmore Park,Western,845.11152083,98e651e7-e357-48d5-ad8e-53db1a814a8e,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Western,0.531061614124622,bed47314-12e1-4c76-82a5-5f8c1961b2f6,3714.43359375,338.649793071837
177,211,0.56902453,24786.60959643,Neighborhood Park,NP,1,Troy Hill Citzen's Park,Troy Hill Citizen's Park,Troy Hill Citzen's Park,Northern,708.69794992,c4abaefd-877d-4c42-b588-60a126ebfa5a,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northern,0.56902453496701,2a4e1892-84a2-4f52-b243-0555aeea2caa,3982.73828125,284.077775451545
178,133,0.34528554,15040.57816901,Neighborhood Park,NP,4,Mutual Parklet,Mutual Park,Mutual Park,Western,629.88083149,c3ced6af-31f3-4c14-88e2-a17fe6b295e6,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Western,0.345285544800263,d3c2941c-c052-495e-917c-eb0886091d05,2415.94140625,252.618355154825
179,194,2.2077738,96170.2421346,Neighborhood Park,NP,10,Wightman Playground,Wightman Park,Wightman Park,Eastern,1305.90809687,9073e51f-4d78-42ff-8fc0-97344d058d0e,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Eastern,2.20777380203681,6152f857-b567-4add-ad7a-fa494c65d9c2,15443.71484375,523.002077837653
180,164,434.08262294,18908563.42068,Regional Park,RP,10,Schenley Park,Schenley Park,Schenley Park,Schenley,123344.865833,2be79c72-ff3d-4f6e-844d-6ad22c49556a,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Schenley,434.08262293757,ab620e9b-e216-472a-aaa0-575817e47e25,3035710.2578125,49416.6642748043
181,86,8.32023602,362428.03129355,Community Park,CP,4,Hershel Playground,Herschel Park,Hershel Park,Western,5898.08325819,5011c72c-2a08-418b-844d-b3dbbca6075e,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Western,8.32023601951392,1b01693b-511e-44f6-a9f2-de798a53fddc,58194.4375,1042.20041111645
182,1,1.65951668,72288.25745143,Neighborhood Park,NP,5,Able Long Parklet,Able Long Park,Able Long Park,Western,1079.63858184,fb46cd7e-fcf3-47de-86b2-b44a62ecb0da,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Southern,1.65951668056316,a307629d-4d21-4127-b8c3-fc2d564768e2,11596.484375,432.518080650561
183,141,4.88269047,212689.14632173,Neighborhood Park,NP,4,Oakwood Playground,Oakwood Park,Oakwood Park,Western,3111.47553148,62caf5f1-7f9e-4563-8a86-41b42ccbf634,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Western,4.88269047476746,f141086e-45cc-48f2-a1cb-156c187c48f1,34137.55859375,1246.82348806576
184,108,0.63524651,27671.22731098,Neighborhood Park,NP,8,Lincoln Place Parklet,Lincoln Place Park,Lincoln Place Park,Southern,763.19671597,b4b74fc4-80c6-4534-93d5-83dcd06e43c8,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Eastern,0.635246510473499,dc2bf29c-a8e8-4907-bc0b-5f9fe1c502f6,4434.0234375,305.815252632178
185,188,4.68886759,204246.25504188,Neighborhood Park,NP,4,West End Elliot Overlook Park,West End-Elliott Overlook Park,West End-Elliot Overlook Park,Western,4135.08502495,db34d78e-3287-40aa-8754-89ff7af41c76,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Western,4.68886758561405,74650a0e-91f6-4992-b300-9cc63d1be516,32801.921875,1657.2811784109
186,144,2.10955456,91891.82922717,Neighborhood Park,NP,7,Ormsby Playground,Ormsby Park,Ormsby Park,Southern,1549.34963964,a67c8014-7b92-4125-af8e-aa51286451f2,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Southern,2.10955456371887,2c46c6e7-c02e-4f17-aaee-b3bfeb9041bc,14750.55078125,534.14493961925
187,158,0.46868243,20415.72487455,Neighborhood Park,NP,8,Revenue Park,Roland Lockridge Community Park,Roland Lockridge Community Park,Southern,590.84100675,44bbbdf5-c2db-451c-b880-9251b8211455,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Eastern,0.468682427403543,5ece9779-ffdf-4cc5-a0b7-bf88b7a02dba,3273.734375,236.488162076142
188,122,77.83255445,3390372.51045939,Community Park,CP,6,McKinley Park,McKinley Park,McKinley Park,Southern,17715.7659737,0057c452-d431-4d76-bd57-a1f581977a5e,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Southern,77.8325544533721,e776b843-9b51-486b-a90f-5bd334343e92,543956.7734375,7085.5994089243
189,196,2.45424772,106906.60318565,Neighborhood Park,NP,7,Winters Playground,Winters Park,Winters Park,Southern,1961.47202182,39be7594-ab5d-43e6-a152-a1cb6ec627ee,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Southern,2.45424772298775,31b83327-8f31-4f20-b52a-59076ccf6667,17157.26171875,567.140090504641
190,49,14.2630875,621297.60616894,Community Park,CP,13,Dinan Playground,Dinan Park,Dinan Park,Northeast,4324.05085525,6ae57e29-f05f-4863-b819-cd72229aa471,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northeast,14.2630874969426,f7331d02-8173-438c-a9e4-01b66e44c7fd,99890.328125,1508.12588688048
191,23,5.9913806,260983.49496263,Neighborhood Park,NP,13,Bloomfield Playground,Paul J. Sciullo II Memorial Park,Bloomfield Park,Northeast,3262.78087797,4724c15b-ecec-4b4b-9b88-c709f759b98f,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northeast,5.99138059916751,0bfda029-6665-4cdf-9dd7-620b756a6fc3,41933.9609375,1397.93152593023
192,26,30.99530798,1350150.21501275,Community Park,CP,2,Brighton Heights Park,Brighton Heights Park,Brighton Heights Park,Northern,12357.0948233,2ebd3497-6b22-4a86-95f4-cc01dc82048a,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northern,30.9953079804824,3343fdcd-aeab-4b94-b825-e2aa1000384b,217087.421875,4810.21265409626
193,145,1.19746041,52161.16694529,Neighborhood Park,NP,12,Osceola Parklet,Osceola Park,Osceola Park,Northeast,907.56586396,975a22ed-f845-4214-964f-4d2824d17d41,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northeast,1.19746041300709,8068c0b1-2dff-40e3-aa2c-e827d9342a14,8379.69140625,363.780980780685
194,13,8.80859448,383700.84080788,Community Park,CP,13,Arsenal Park and School,Arsenal Park,Arsenal Park,Northeast,2498.19408838,7bfb78ce-506d-454c-a4d2-eb6a2494361e,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northeast,8.80859448153925,e19a7990-c1b9-4efe-9892-8e7d252f49d0,61659.77734375,1001.51771918114
195,189,17.02510591,741610.64704975,Community Park,CP,4,West End Park,West End Park,West End Park,Western,15318.7895242,f1ba0266-6b8c-4555-a57a-4003e8adf767,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Western,17.025105911415,89a58778-aeb7-4057-92f8-691132f39e1b,119069.33203125,6137.90465565819
196,90,2.68817572,117096.46581837,Neighborhood Park,NP,11,Homewood Playground,Homewood Park,Homewood Park,Eastern,1360.90801945,9296bb5e-10ce-4bb7-a855-54fe7a1c97be,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Eastern,2.68817571638297,de5f9367-1fcf-4109-8c8a-16e61ca9d9f1,18810.02734375,545.432081458488
197,193,3.26762602,142337.22002874,Public School,SCH,4,Westwood School,Westwood School Park,Westwood School,Western,1572.77684889,843e43a8-79ed-42c4-975b-9791c5161212,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Western,3.26762601880908,8e72c153-5e40-46d7-8cff-655866dd745d,22848.89453125,607.297032498449
198,119,22.72831092,990041.26348541,Community Park,CP,8,McBride Park,McBride Park,McBride Park,Southern,7470.06276691,c5ca4ed7-b654-4d29-9e89-caba44345bf4,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Eastern,22.7283109197048,b9001b81-8ea0-4c91-86b8-184aa2804c5c,158644.85546875,2987.59339227395
199,78,5.76013885,250910.64487282,Regional Park,RP,6,Grandview Overlook,Emerald View Park - Grandview Overlook,Emerald View Regional Park,Western,5037.75089773,e065b497-78da-4f77-b22f-ad9c13a0b5ec,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Western,5.7601388548763,fde03885-a83a-427e-bcbb-125c4c8233ca,40280.49609375,1819.50416624505
200,14,16.63917312,724799.48209377,Community Park,CP,5,Banksville Park,Banksville Park,Banksville Park,Western,6186.41940115,62ec008f-5309-4759-8d0e-3548938dcd38,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Western,16.6391731244351,5c786a31-134a-4afc-8875-822de3c1346c,116293.45703125,2477.5916474028
201,120,0.1998298,8704.55109452,Neighborhood Park,NP,13,McCandless Tot Lot,McCandless Park,McCandless Park,Northeast,376.61683219,6466049c-ed79-4b4a-a7fd-eee9db4eaba5,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northeast,0.199829795978656,ffcecfad-5c6b-4f92-b929-8013f9312002,1399.38671875,151.005754616547
202,130,10.10782472,440295.08360258,Community Park,CP,5,Moore Park,Moore Park,Moore Park,Southern,2752.13027248,50baa3f0-758b-4bbb-98d6-3c07b42a0826,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Southern,10.1078247196556,f449b718-3dda-44b1-9181-1d787aba3872,70625.76171875,1101.70599156565
203,160,258.60428875,11264757.7587939,Regional Park,RP,2,Riverview Park,Riverview Park,Riverview Park,Northern,72135.8705385,bfa19f54-250b-4e8e-9898-5a8f45e003b8,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northern,258.604288750231,d1003489-97bd-40f0-ae36-10b274111f4c,1811033.609375,28925.1318131614
204,61,0.13258774,5775.49885771,Neighborhood Park,NP,4,Esplen Tot Lot,Esplen Park,Esplen Park,Western,365.82805247,3be60947-2c73-4a72-b6d0-3461abc6e3d2,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Western,0.132587740123434,78dd1c12-e369-4ccc-b8a3-a4240ddd8b49,927.9453125,127.760359206496
