objectid_1,objectid,acreage,sqft,final_cat,type,sector,origpkname,updatepknm,alterntnam,divname,shape_leng,globalid,created_user,created_date,last_edited_user,last_edited_date,maintenanceresponsibility,dpw_ac,globalid_2,shape_area,shape_length
205,65,1.76197212,76751.19864669,Neighborhood Park,NP,3,Fineview Playground,Fineview Park,Fineview Park,Northern,1108.51197838,db4b7e9e-0652-4636-8213-593a7cfc5953,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northern,1.76197212241509,ab1d660e-627f-4a0d-8190-c4e36ece2e46,12331.94140625,444.230416420814
206,143,9.278443,404167.36056625,Regional Park,RP,6,Olympia Park,Emerald View Park - Olympia Park,Emerald View Regional Park,Western,2810.16261338,5217a635-cba9-4f1e-93c7-a604fc8f59e3,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Western,9.27844300368542,d0376890-73e8-4f7a-8e81-fcdda30bd341,64880.2578125,1126.68716747355
207,89,377.91057675,16461718.8762973,Regional Park,RP,12,Highland Park,Highland Park,Highland Park,Northeast,107319.676945,c9e4bd66-e2b3-4f4a-b49b-a9f1ee0688b3,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northeast,377.910576753222,84992398-328a-4743-9074-fb52e05a4a7d,2646461.42578125,43040.5950903328
208,79,33.44327209,1456783.10493,Regional Park,RP,6,Grandview Park,Emerald View Park - Grandview Park,Emerald View Regional Park,Southern,14446.4975317,aeeefde8-4347-4ab7-8bdf-bc2bedd16135,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Western,33.4432720863155,7323036b-b19c-461e-9b0c-09acb27febf6,233823.89453125,5785.00491624445
209,34,7.04343072,306810.61484275,Neighborhood Park,NP,11,Chadwick Rec Center,Chadwick Park,Chadwick Park,Eastern,2425.2027917,ad00f128-3d9f-4bfd-93e9-98fe0d4241a4,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northeast,7.04343071829418,3725411c-a8cd-422f-8161-d5b50184eba0,49302.0078125,1009.7314465248
210,37,0.87432757,38085.55663694,Neighborhood Park,NP,7,Cobden St Bsktbl Ct,Cobden Street Park,Cobden St. Park,Southern,825.91850831,fb470340-f4f8-460a-8a16-f16e333573d9,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Southern,0.874327570698412,272a92f7-f5c1-4446-b11b-61277b8f6af0,6111.703125,330.679923562791
211,170,57.31134955,2496472.40034895,Community Park,CP,7,Southside Park,Southside Park,Southside Park,Southern,15701.0199754,95cc2ac5-a1c2-4648-a584-a51d1cc70630,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Southern,57.3113495470274,6e935765-c7cd-4bf8-8abf-537da2884294,400636.15625,6189.72414637318
212,87,5.10806965,222506.62379921,Neighborhood Park,NP,12,Heths Playground,Heth's Park,Heth's Park,Northeast,2181.06130748,a6a4ac92-5a00-4af5-9f11-716e51079fea,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northeast,5.10806964711613,98f1171c-73f7-46da-bcb6-9e7fb0842838,35767.87109375,875.156726710089
213,153,23.08845927,1005729.262996,Community Park,CP,5,Phillips Park,Phillips Park,Phillips Park,Southern,7113.21285449,24cd4273-9d1a-4886-a9f1-a3c4a9d50196,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Southern,23.0884592728449,4c7a6ee1-3562-489b-9509-d56e773289b4,161256.88671875,2826.14399790667
214,28,56.0593594,2441935.92775625,Community Park,CP,5,Brookline Memorial Park,Brookline Memorial Park,Brookline Memorial Park,Southern,9152.84161215,041dc569-0b41-4383-bed6-df92c7b07dca,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Southern,56.0593594014983,54dac7b8-c712-4f3a-a764-3845ec0a2339,391526.21875,3540.38560669717
34264,71,594.57146997,25899429.6338722,Regional Park,RP,10,Frick Park,Frick Park,Frick Park,Eastern,75685.9897736,4012cac2-c9fc-4074-8331-0c10b213ef16,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Eastern,594.571469970192,1c3186bc-f40b-4964-975f-691cc1e515e2,4157443.01953125,27417.6178468842
154799,227,0.57381396,24995.23631677,Special Use Park,SU,,,Arlington Gym,,,,,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Southern,0.573813964600912,7f2c24fc-77c1-4613-a2a6-84828b736ae9,4011.046875,274.845251683974
246802,214,3.2963859,143589.99534013,Neighborhood Park,NP,12,Liberty Green Park,Liberty Green Park,Liberty Green Park,Northeast,1386.2216884, ,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northeast,3.296386,c3e7f466-4d5f-4fa0-8837-b4a823a16a48,23072.11328125,931.747771525536
324421,324421,0.09182823,4000.02163982,Neighborhood Park,NP,7,Esser Plaza Park,Esser Plaza Park,Esser Plaza Park,Southern,384.92560266,,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Southern,9.18282286490579E-02,e315755b-173e-4a0a-9dc3-32c2e93e10b8,642.0703125,107.58207998066
379223,119858,2.47124369,107646.94460254,Community Park,CP,16,I579 Cap Park,Frankie Pace Park,I579 Cap Park,Northern,930.75705268,,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northern,2.47124369125767,4283d2ed-c951-4bd8-857d-d0a3e8893147,17285.43359375,853.960014130089
